,Paper_ID,Item.Type,Publication.Year,Author,Title,Forest_type,Country,Rainfall_mm,Elevation,Matrix,Matrix_mean,Fragment_size_ha,Dist_to_forest_km,Distance_to_fragment_km,Latitude,Longitude,Family,Species,Habitat_affinity,Strata,Wing_loading,Aspect_ratio,Call_type,FA_length,Conservation_status,Averagemass_g,Trophic_level,Treatment,Unique_name,DataType,Response,Mist_net_hours,Rate,Sample_size,Total,Forest_Group,Diet,Habitat_affinity_new,Foraging_strat
4191,27,journalArticle,2018,Herrera et al.,"Disassembly of Fragmented Bat Communities in Orange Walk District, Belize",Lowland Tropical Forest,Belize,1500,33,Agriculture,Agriculture,NA,NA,NA,17.75117,88.654,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,NA,AB,NA,NA,0.04109589,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4192,27,journalArticle,2018,Herrera et al.,"Disassembly of Fragmented Bat Communities in Orange Walk District, Belize",Lowland Tropical Forest,Belize,1500,33,Agriculture,Agriculture,45,NA,NA,17.81,88.73,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,NA,NA,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4193,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C1,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4194,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C2,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4195,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C3,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4196,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C4,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4197,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C5,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4198,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,C6,AB,0,11523.21,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4199,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F1,AB,0,9318.4,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4200,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F2,AB,0,9318.4,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4201,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F3,AB,0,9318.4,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4202,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F4,AB,1,9318.4,0.000107315,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4203,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F5,AB,0,9318.4,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4204,30,journalArticle,2014,García-García et al.,"Ecological Traits of Phyllostomid Bats Associated with Sensitivity to Tropical Forest Fragmentation in Los Chimalapas, Mexico",Lowland Tropical Forest,Mexico,2750,350,Agriculture,Agriculture,NA,NA,NA,16.55,-94.5,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,F6,AB,0,9318.4,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4205,49,journalArticle,2006,Faria,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Rainforest,Brazil,1500,40,Secondary forest,Secondary forest,11000,NA,NA,-15.17,-39.04,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,0,3300,0,6,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4206,49,journalArticle,2006,Faria,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Rainforest,Brazil,1500,40,Secondary forest,Secondary forest,11000,NA,NA,-15.17,-39.04,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,0,3300,0,6,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4207,49,journalArticle,2006,Faria,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Rainforest,Brazil,1500,40,Secondary forest,Secondary forest,800,NA,NA,-15.17,-39.04,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,1,3300,0.00030303,6,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4208,49,journalArticle,2006,Faria,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Rainforest,Brazil,1500,40,Secondary forest,Secondary forest,800,NA,NA,-15.17,-39.04,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,0,3300,0,6,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4209,52,journalArticle,2002,Bernard & Fenton,"Species diversity of bats (Mammalia: Chiroptera) in forest fragments, primary forests, and savannas in central Amazonia, Brazil",Tropical forest,Brazil,2000,35,Savanna,Open_land,NA,NA,NA,-2.3,-54.57,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,0,2444.5,0,14,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4210,52,journalArticle,2002,Bernard & Fenton,"Species diversity of bats (Mammalia: Chiroptera) in forest fragments, primary forests, and savannas in central Amazonia, Brazil",Tropical forest,Brazil,2000,35,Savanna,Open_land,NA,NA,NA,-2.3,-54.57,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,NA,AB,2,1523,0.001313198,5,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4211,53,journalArticle,2021,Carvalho,"Taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the Amazon",Terra firme,Brazil,2475,12,Savanna,Open_land,NA,NA,NA,-0.1623,-50.54,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,NA,AB,2,46080,4.34E-05,10,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4212,53,journalArticle,2021,Carvalho,"Taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the Amazon",Terra firme,Brazil,2475,12,Savanna,Open_land,NA,NA,NA,-0.1623,-50.54,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,1,22176,4.51E-05,12,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4213,58,journalArticle,2014,Garcia et al,"Variación estacional en la diversidad y composición de ensambles de murciélagos filostómidos en bosques continuos y fragmentados en Los Chimalapas, Oaxaca, México",Evergreen,Mexico,2400,300,Agriculture,Agriculture,NA,NA,NA,16.55,-94.4,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,NA,AB,0,11189.9,0,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4214,58,journalArticle,2014,Garcia et al,"Variación estacional en la diversidad y composición de ensambles de murciélagos filostómidos en bosques continuos y fragmentados en Los Chimalapas, Oaxaca, México",Evergreen,Mexico,2400,300,Agriculture,Agriculture,NA,NA,NA,16.55,-94.4,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,AB,1,9651.7,0.000103609,6,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4215,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,12.8,0.155,NA,9.219135,-79.845022,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Cacao,AB,0,749.14,0.289665483,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4216,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,2.8,0.51,NA,9.193611,-79.862883,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Chicha,AB,0,793.25,0.249606051,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4217,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,16.3,1.42,NA,9.176562,-79.938687,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Guacha,AB,0,600.27,0.26154897,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4218,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,7.2,2.247,NA,9.209639,-79.891856,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Guanabano,AB,0,739.292,1.176801589,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4219,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,2.5,1.93,NA,9.207167,-79.888038,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Guava,AB,0,682.15,1.102396834,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4220,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,50,1.544,NA,9.224632,-79.892229,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Leon,AB,0,743.93,0.810560133,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4221,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,5.9,0.248,NA,9.135788,-79.834198,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Mona Grita,AB,0,794.23,0.259370711,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4222,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,11.4,3.404,NA,9.205688,-79.90685,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Pato Horqueta,AB,0,772.8,0.927795031,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4223,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,4.4,0.02,NA,9.182747,-79.830415,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Pina,AB,0,808.6,0.166955231,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4224,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,3.4,0.145,NA,9.203498,-79.850606,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Tres Almendras Oeste,AB,0,778.06,0.352157931,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4225,4,journalArticle,2008,Meyer et al.,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation: land-bridge islands as a model system,Lowland Tropical Forest,Panama,2600,120,Water,Water,17.3,2.02,NA,9.194036,-79.929241,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,Trinidad,AB,0,674.48,0.845095481,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4226,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,6,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4227,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,8,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.06,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4228,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,11,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4229,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,23,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4230,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,28,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.08,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4231,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,40,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4232,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,43,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4233,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,60,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.08,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4234,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,66,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,4492,0.06,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4235,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,750,NA,NA,-2.502,-54.955,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Cont,NA,SR,0,2926,0.1,1,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4236,49,journalArticle,2006,Faria,"Phyllostomid bats of a fragmented landscape in the north-eastern Atlantic forest, Brazil",Rainforest,Brazil,1500,40,Secondary forest,Secondary forest,1100,NA,NA,-15.17,-39.04,Phyllostomidae,Micronycteris schmidtorum,cluttered space–gleaning insectivore,Understory,41.096,5.7183,NA,35.49,LC,7.73,animalivorous,Frag,NA,SR,0,3300,0.005151515,6,1,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4237,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,NA,NA,NA,9.202134,-79.831452,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Cont,NA,AB,1,2052,0.000487329,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4238,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,NA,NA,NA,9.153404,-79.884492,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Cont,NA,AB,1,2052,0.000487329,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4239,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,NA,NA,NA,9.202134,-79.831452,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2052,0.000487329,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4240,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,2.8,1.93,NA,9.193611,-79.862883,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.026143791,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4241,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,7.2,2.247,NA,9.209639,-79.891856,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.080298786,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4242,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,2.5,1.93,NA,9.207167,-79.888038,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.027077498,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4243,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,5.9,0.248,NA,9.135788,-79.834198,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.084500467,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4244,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,11.4,3.404,NA,9.205688,-79.90685,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.156395892,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4245,24,journalArticle,2020,Brändel et al.,Consequences of fragmentation for Neotropical bats: The importance of the matrix,Lowland Tropical Forest,Panama,2600,120,Water,Water,3.4,0.145,NA,9.203498,-79.850606,Phyllostomidae,Micronycteris sp.,cluttered space–gleaning insectivore,NA,41.096,5.7183,NA,34,LC,7.5,NA,Frag,NA,AB,0,2142,0.047152194,1,NA,Tropical_Lowland,Insectivore,Clutter-adapted,Gleaner
4246,35,journalArticle,2019,Webala et al.,"Effects of habitat fragmentation on the bats of Kakamega Forest, western Kenya",Rainforest,Kenya,2000,1550,Agriculture,Agriculture,3950,NA,NA,0.07027,34.46,Pteropodidae,Micropteropus pusillus,NA,NA,NA,NA,NA,51.98,LC,25.38,NA,Frag,NA,AB,8,576,0.013888889,1,NA,Tropical_Lowland,Frugivore,NA,NA
4247,35,journalArticle,2019,Webala et al.,"Effects of habitat fragmentation on the bats of Kakamega Forest, western Kenya",Rainforest,Kenya,2000,1550,Agriculture,Agriculture,3950,NA,NA,0.07027,34.46,Pteropodidae,Micropteropus pusillus,NA,NA,NA,NA,NA,51.98,LC,25.38,NA,Frag,NA,AB,1,576,0.001736111,1,NA,Tropical_Lowland,Frugivore,NA,NA
