,Paper_ID,Item.Type,Publication.Year,Author,Title,Forest_type,Country,Rainfall_mm,Elevation,Matrix,Matrix_mean,Fragment_size_ha,Dist_to_forest_km,Distance_to_fragment_km,Latitude,Longitude,Family,Species,Habitat_affinity,Strata,Wing_loading,Aspect_ratio,Call_type,FA_length,Conservation_status,Averagemass_g,Trophic_level,Treatment,Unique_name,DataType,Response,Mist_net_hours,Rate,Sample_size,Total,Forest_Group,Diet,Habitat_affinity_new,Foraging_strat
1,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,Interior,AB,0,12096,0,9,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
2,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,Edge,AB,2,672,0.00297619,3,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
3,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,Interior,AB,0,10752,0,8,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
4,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,Edge,AB,2,5376,0.000372024,8,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
5,12,journalArticle,2001,Bernard et al.,Bat Species Composition in Three Localities in the Amazon Basin,Lowland Tropical Forest,Brazil,1975,70,Savanna,Open_land,NA,NA,NA,-2.31,-55,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,AB,1,3474,0.000287853,25,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
6,12,journalArticle,2001,Bernard et al.,Bat Species Composition in Three Localities in the Amazon Basin,Lowland Tropical Forest,Brazil,1975,70,Savanna,Open_land,NA,NA,NA,-2.31,-55,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,AB,0,564,0,4,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
7,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,NA,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,AB,0,4492,0,11,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
8,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,NA,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,AB,0,2926,0,5,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
9,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,AB,0,1344,0,7,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
10,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,Before_reisolation,AB,0,1344,0,8,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
11,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,After_reisolation,AB,0,672,0,7,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
12,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,After_reisolation,AB,0,672,0,8,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
13,52,journalArticle,2002,Bernard & Fenton,"Species diversity of bats (Mammalia: Chiroptera) in forest fragments, primary forests, and savannas in central Amazonia, Brazil",Tropical forest,Brazil,2000,35,Savanna,Open_land,NA,NA,NA,-2.3,-54.57,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,AB,1,2444.5,0.000409082,14,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
14,52,journalArticle,2002,Bernard & Fenton,"Species diversity of bats (Mammalia: Chiroptera) in forest fragments, primary forests, and savannas in central Amazonia, Brazil",Tropical forest,Brazil,2000,35,Savanna,Open_land,NA,NA,NA,-2.3,-54.57,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,AB,0,1523,0,5,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
15,53,journalArticle,2021,Carvalho,"Taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the Amazon",Terra firme,Brazil,2475,12,Savanna,Open_land,NA,NA,NA,-0.1623,-50.54,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,AB,0,46080,0,10,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
16,53,journalArticle,2021,Carvalho,"Taxonomic, functional and phylogenetic bat diversity decrease from more to less complex natural habitats in the Amazon",Terra firme,Brazil,2475,12,Savanna,Open_land,NA,NA,NA,-0.1623,-50.54,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,AB,1,22176,4.51E-05,12,NA,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
17,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,6,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
18,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,8,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.06,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
19,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,11,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
20,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,23,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
21,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,28,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.08,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
22,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,40,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
23,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,43,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
24,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,60,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.08,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
25,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,66,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Frag,NA,SR,0,4492,0.06,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
26,18,journalArticle,2007,Bernard et al.,"Bats in a fragmented landscape: Species composition, diversity and habitat interactions in savannas of Santarém, Central Amazonia, Brazil",Semideciduous forest,Brazil,3534,35,Savanna,Open_land,750,NA,NA,-2.502,-54.955,Phyllostomidae,Ametrida centurio,cluttered space–gleaning frugivore,Canopy,37.9,6.01,NA,29,LC,10.61,Phytophagous,Cont,NA,SR,0,2926,0.1,1,1,Tropical_Lowland,Frugivore,Clutter-adapted,Gleaner
27,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Cont,Interior,AB,1,12096,8.27E-05,9,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
28,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Cont,Edge,AB,1,672,0.001488095,3,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
29,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,Interior,AB,1,10752,9.30E-05,8,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
30,7,journalArticle,2017,Rocha et al.,Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects,Lowland Tropical Forest,Brazil,2400,100,Secondary forest,Secondary forest,NA,NA,NA,-2.24,-59.43,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,Edge,AB,1,5376,0.000186012,8,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
31,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,21.15,0.378,NA,-22.56,-42.85,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F1,AB,0,3420,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
32,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,34.11,0.241,NA,-22.54,-42.81,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F2,AB,0,3240,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
33,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,84.33,0.129,NA,-22.58,-42.86,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F3,AB,0,3240,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
34,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,92.34,0.126,NA,-22.55,-42.9,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F4,AB,0,3780,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
35,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,41.04,0.192,NA,-22.52,-42.79,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F5,AB,0,3240,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
36,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,52.11,0.091,NA,-22.59,-42.79,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F6,AB,0,3420,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
37,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,99.99,0.302,NA,-22.55,-42.78,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F7,AB,2,3240,0.000617284,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
38,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,117.27,0.468,NA,-22.47,-42.76,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F8,AB,7,4050,0.001728395,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
39,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,184.77,0.126,NA,-22.58,-42.85,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F9,AB,1,3150,0.00031746,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
40,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,228.78,0.544,NA,-22.45,-42.8,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,F10,AB,0,3240,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
41,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Cont,NA,AB,1,1344,0.000744048,7,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
42,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,Before_reisolation,AB,1,1344,0.000744048,8,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
43,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Cont,After_reisolation,AB,0,672,0,7,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
44,26,journalArticle,2017,Rocha et al.,Design matters: An evaluation of the impact of small man-made forest clearings on tropical bats using a before-after-control-impact design,Lowland Tropical Forest,Brazil,2700,100,Secondary forest,Secondary forest,NA,NA,NA,-2.3,-60,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,After_reisolation,AB,0,672,0,8,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
45,48,journalArticle,2003,Reis et al,"O que é melhor para manter a riqueza de espécies de morcegos (Mammalia, Chiroptera): um fragmento florestal grande ou vários fragmentos de pequeno tamanho?",Semidecidious forest,Brazil,1615,700,Agriculture,Agriculture,680,NA,NA,-23.233,-51.1105,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,12,1600,0.0075,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
46,48,journalArticle,2003,Reis et al,"O que é melhor para manter a riqueza de espécies de morcegos (Mammalia, Chiroptera): um fragmento florestal grande ou vários fragmentos de pequeno tamanho?",Semidecidious forest,Brazil,1615,700,Agriculture,Agriculture,84.47,NA,NA,-23.233,-51.1105,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,4,1600,0.0025,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
47,48,journalArticle,2003,Reis et al,"O que é melhor para manter a riqueza de espécies de morcegos (Mammalia, Chiroptera): um fragmento florestal grande ou vários fragmentos de pequeno tamanho?",Semidecidious forest,Brazil,1615,700,Agriculture,Agriculture,10,NA,NA,-23.233,-51.1105,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,0,1600,0,5,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
48,60,journalArticle,2015,Novaes et al,"Bat assemblages from three Atlantic Forest fragments in Rio de Janeiro state, Southeastern Brazil",Semideciduous Forest,Brazil,1300,800,Agriculture,Agriculture,54,NA,NA,-20.555,-53.54,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,2,1080,0.001851852,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
49,60,journalArticle,2015,Novaes et al,"Bat assemblages from three Atlantic Forest fragments in Rio de Janeiro state, Southeastern Brazil",Semideciduous Forest,Brazil,1300,950,Agriculture,Agriculture,91,NA,NA,-22.0738,-42.41,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,21,1350,0.015555556,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
50,60,journalArticle,2015,Novaes et al,"Bat assemblages from three Atlantic Forest fragments in Rio de Janeiro state, Southeastern Brazil",Semideciduous Forest,Brazil,1300,400,Agriculture,Agriculture,122,NA,NA,-21.4853,-42.1157,Phyllostomidae,Anoura caudifer,cluttered space–gleaning nectarivore,NA,NA,NA,NA,36.25,LC,10.81,NA,Frag,NA,AB,1,626.6666667,0.001595745,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
51,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,11.1,0.172,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,871,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
52,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,15.7,0.094,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,871,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
53,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,49.4,0.874,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,871,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
54,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,13.8,0.378,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,878,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
55,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,11.1,0.172,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,872,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
56,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,15.7,0.094,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,872,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
57,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,49.4,0.874,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,872,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
58,64,journalArticle,2021,Ardila and Arevalo,Effect of the matrix-edge-forest interior gradient on the phyllostomid bats assemblage in sub-Andean forest fragments,Sub-Andean forest,Colombia,3111,1900,Agriculture,Agriculture,13.8,0.378,NA,6.1,-73.08,Phyllostomidae,Anoura cultrata,cluttered space–gleaning nectarivore,NA,NA,NA,NA,42.8,LC,17.39,NA,Frag,NA,AB,0,872,0,1,NA,Tropical_Montane,Nectarivore,Clutter-adapted,Gleaner
59,19,Thesis,2020,Teixeira et al.,Bats in a fragmented world,Lowland Tropical Forest,Brazil,1917,835,Agriculture,Agriculture,21.15,0.378,NA,-22.56,-42.85,Phyllostomidae,Anoura geoffroyi,cluttered space–gleaning nectarivore,NA,47.637,5.714,NA,42.66,LC,15.15,NA,Frag,F1,AB,0,3420,0,1,NA,Tropical_Lowland,Nectarivore,Clutter-adapted,Gleaner
