"","SiteUID","Paper_ID","Treatment","UniqueFragID","Fragment_size_ha","Response","Sample_size_sum","Mist_net_hours","site_value","Cont_Paper_ID","Cont_SiteUID","Cont_UniqueFragID","Cont_Fragment_size_ha","Cont_Sample_size_sum","Cont_Value","lnRR","Comparison","Type","Partner_Paper_ID","Partner_SiteUID","Partner_UniqueFragID","Partner_Fragment_size_ha","Partner_site_value","Partner_Sample_size_sum","Response_site","Mist_net_hours_site","Sample_size","Rate","Treatment_site","UniqueFragID_site","Unique_name","Rainfall_mm","Elevation","Matrix_mean","Fragment_size_ha_site","Latitude","Longitude","Forest_Group","Forest_type","Country","Publication.Year","SiteUID_new","Cont_loc_key_new","Cont_SiteUID_generated_new","Cont_SiteUID_new","pooled_cont_new","Value"
"245","Frag__9_3.37_101.58_1838_NA",9,"Frag","9_3.37_101.58_1838_NA",1838,97,1,27,3.59259259259259,NA,NA,NA,NA,NA,NA,-0.302679714219654,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,97,27,1,3.59259259259259,"Frag","9_3.37_101.58_1838_NA",NA,2000,200,"Production_forests",1838,3.37,101.58,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.37_101.58_1838_NA",NA,NA,NA,FALSE,3.59259259259259
"246","Frag__9_3.38_101.58_400_NA",9,"Frag","9_3.38_101.58_400_NA",400,85,1,21,4.04761904761905,NA,NA,NA,NA,NA,NA,-0.18352503866441,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,85,21,1,4.04761904761905,"Frag","9_3.38_101.58_400_NA",NA,2000,200,"Agriculture",400,3.38,101.58,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.38_101.58_400_NA",NA,NA,NA,FALSE,4.04761904761905
"247","Frag__9_3.39_102.23_319_NA",9,"Frag","9_3.39_102.23_319_NA",319,93,1,29,3.20689655172414,NA,NA,NA,NA,NA,NA,-0.416143156692227,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,93,29,1,3.20689655172414,"Frag","9_3.39_102.23_319_NA",NA,2000,200,"Production_forests",319,3.39,102.23,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.39_102.23_319_NA",NA,NA,NA,FALSE,3.20689655172414
"248","Frag__9_3.39_102.24_300_NA",9,"Frag","9_3.39_102.24_300_NA",300,202,1,13,15.5384615384615,NA,NA,NA,NA,NA,NA,1.16108023465769,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,202,13,1,15.5384615384615,"Frag","9_3.39_102.24_300_NA",NA,2000,200,"Production_forests",300,3.39,102.24,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.39_102.24_300_NA",NA,NA,NA,FALSE,15.5384615384615
"249","Frag__9_3.41_101.53_1356_NA",9,"Frag","9_3.41_101.53_1356_NA",1356,483,1,15,32.2,NA,NA,NA,NA,NA,NA,1.88962182163711,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,483,15,1,32.2,"Frag","9_3.41_101.53_1356_NA",NA,2000,200,"Agriculture",1356,3.41,101.53,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_101.53_1356_NA",NA,NA,NA,FALSE,32.2
"250","Frag__9_3.41_102.05_35_NA",9,"Frag","9_3.41_102.05_35_NA",35,122,1,8,15.25,NA,NA,NA,NA,NA,NA,1.142345291709,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,122,8,1,15.25,"Frag","9_3.41_102.05_35_NA",NA,2000,200,"Production_forests",35,3.41,102.05,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.05_35_NA",NA,NA,NA,FALSE,15.25
"251","Frag__9_3.41_102.19_31_NA",9,"Frag","9_3.41_102.19_31_NA",31,43,1,15,2.86666666666667,NA,NA,NA,NA,NA,NA,-0.528178622698453,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,43,15,1,2.86666666666667,"Frag","9_3.41_102.19_31_NA",NA,2000,200,"Agriculture",31,3.41,102.19,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.19_31_NA",NA,NA,NA,FALSE,2.86666666666667
"252","Frag__9_3.42_102.08_100_NA",9,"Frag","9_3.42_102.08_100_NA",100,90,1,27,3.33333333333333,NA,NA,NA,NA,NA,NA,-0.377511820953216,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,90,27,1,3.33333333333333,"Frag","9_3.42_102.08_100_NA",NA,2000,200,"Production_forests",100,3.42,102.08,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.42_102.08_100_NA",NA,NA,NA,FALSE,3.33333333333333
"253","Frag__9_3.42_102.27_353_NA",9,"Frag","9_3.42_102.27_353_NA",353,44,1,16,2.75,NA,NA,NA,NA,NA,NA,-0.569680331030262,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,44,16,1,2.75,"Frag","9_3.42_102.27_353_NA",NA,2000,200,"Agriculture",353,3.42,102.27,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.42_102.27_353_NA",NA,NA,NA,FALSE,2.75
"254","Frag__9_3.43_101.56_160_NA",9,"Frag","9_3.43_101.56_160_NA",160,219,1,14,15.6428571428571,NA,NA,NA,NA,NA,NA,1.16777492107283,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,219,14,1,15.6428571428571,"Frag","9_3.43_101.56_160_NA",NA,2000,200,"Production_forests",160,3.43,101.56,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.43_101.56_160_NA",NA,NA,NA,FALSE,15.6428571428571
"255","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.028099958080555,"Frag_vs_Frag","AB_level",9,"Frag__9_3.22_102.19_551_NA","9_3.22_102.19_551_NA",551,1.28571428571429,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"256","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-1.36273028978087,"Frag_vs_Frag","AB_level",9,"Frag__9_3.23_102.1_2883_NA","9_3.23_102.1_2883_NA",2883,4.89285714285714,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"257","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-1.47962982794624,"Frag_vs_Frag","AB_level",9,"Frag__9_3.26_102.11_11339_NA","9_3.26_102.11_11339_NA",11339,5.5,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"258","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,0.0224148350495605,"Frag_vs_Frag","AB_level",9,"Frag__9_3.33_102.23_44_NA","9_3.33_102.23_44_NA",44,1.22222222222222,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"259","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.691869870460396,"Frag_vs_Frag","AB_level",9,"Frag__9_3.36_102.24_100_NA","9_3.36_102.24_100_NA",100,2.5,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"260","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.203828604168406,"Frag_vs_Frag","AB_level",9,"Frag__9_3.36_102.25_122_NA","9_3.36_102.25_122_NA",122,1.53333333333333,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"261","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-1.05406446703277,"Frag_vs_Frag","AB_level",9,"Frag__9_3.37_101.58_1838_NA","9_3.37_101.58_1838_NA",1838,3.59259259259259,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"262","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-1.17321914258802,"Frag_vs_Frag","AB_level",9,"Frag__9_3.38_101.58_400_NA","9_3.38_101.58_400_NA",400,4.04761904761905,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"263","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.940601024560199,"Frag_vs_Frag","AB_level",9,"Frag__9_3.39_102.23_319_NA","9_3.39_102.23_319_NA",319,3.20689655172414,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"264","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-2.51782441591011,"Frag_vs_Frag","AB_level",9,"Frag__9_3.39_102.24_300_NA","9_3.39_102.24_300_NA",300,15.5384615384615,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"265","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-3.24636600288953,"Frag_vs_Frag","AB_level",9,"Frag__9_3.41_101.53_1356_NA","9_3.41_101.53_1356_NA",1356,32.2,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"266","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-2.49908947296142,"Frag_vs_Frag","AB_level",9,"Frag__9_3.41_102.05_35_NA","9_3.41_102.05_35_NA",35,15.25,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"267","Frag__9_3.41_102.19_31_NA",9,"Frag","9_3.41_102.19_31_NA",31,43,1,15,2.86666666666667,NA,NA,NA,NA,NA,NA,0.828565558553973,"Frag_vs_Frag","AB_level",9,"Frag__9_3.45_102.1_32_NA","9_3.45_102.1_32_NA",32,1.25,1,43,15,1,2.86666666666667,"Frag","9_3.41_102.19_31_NA",NA,2000,200,"Agriculture",31,3.41,102.19,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.19_31_NA",NA,NA,NA,FALSE,2.86666666666667
"268","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.97923236029921,"Frag_vs_Frag","AB_level",9,"Frag__9_3.42_102.08_100_NA","9_3.42_102.08_100_NA",100,3.33333333333333,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"269","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.787063850222163,"Frag_vs_Frag","AB_level",9,"Frag__9_3.42_102.27_353_NA","9_3.42_102.27_353_NA",353,2.75,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"270","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-2.52451910232526,"Frag_vs_Frag","AB_level",9,"Frag__9_3.43_101.56_160_NA","9_3.43_101.56_160_NA",160,15.6428571428571,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"271","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-1.35674418125243,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"272","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,0.897118451810283,"Frag_vs_Frag","AB_level",9,"Frag__9_3.22_102.19_551_NA","9_3.22_102.19_551_NA",551,1.28571428571429,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"273","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,-0.437511879890036,"Frag_vs_Frag","AB_level",9,"Frag__9_3.23_102.1_2883_NA","9_3.23_102.1_2883_NA",2883,4.89285714285714,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"274","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,-0.5544114180554,"Frag_vs_Frag","AB_level",9,"Frag__9_3.26_102.11_11339_NA","9_3.26_102.11_11339_NA",11339,5.5,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"275","Frag__9_3.33_102.23_44_NA",9,"Frag","9_3.33_102.23_44_NA",44,11,1,9,1.22222222222222,NA,NA,NA,NA,NA,NA,-0.947633244940399,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,11,9,1,1.22222222222222,"Frag","9_3.33_102.23_44_NA",NA,2000,200,"Agriculture",44,3.33,102.23,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.33_102.23_44_NA",NA,NA,NA,FALSE,1.22222222222222
"276","Frag__9_3.36_102.24_100_NA",9,"Frag","9_3.36_102.24_100_NA",100,35,1,14,2.5,NA,NA,NA,NA,NA,NA,-0.233348539430443,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,35,14,1,2.5,"Frag","9_3.36_102.24_100_NA",NA,2000,200,"Production_forests",100,3.36,102.24,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.36_102.24_100_NA",NA,NA,NA,FALSE,2.5
"277","Frag__9_3.36_102.25_122_NA",9,"Frag","9_3.36_102.25_122_NA",122,23,1,15,1.53333333333333,NA,NA,NA,NA,NA,NA,-0.721389805722433,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,23,15,1,1.53333333333333,"Frag","9_3.36_102.25_122_NA",NA,2000,200,"Production_forests",122,3.36,102.25,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.36_102.25_122_NA",NA,NA,NA,FALSE,1.53333333333333
"278","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,-0.128846057141934,"Frag_vs_Frag","AB_level",9,"Frag__9_3.37_101.58_1838_NA","9_3.37_101.58_1838_NA",1838,3.59259259259259,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"279","Frag__9_3.38_101.58_400_NA",9,"Frag","9_3.38_101.58_400_NA",400,85,1,21,4.04761904761905,NA,NA,NA,NA,NA,NA,0.248000732697178,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,85,21,1,4.04761904761905,"Frag","9_3.38_101.58_400_NA",NA,2000,200,"Agriculture",400,3.38,101.58,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.38_101.58_400_NA",NA,NA,NA,FALSE,4.04761904761905
"280","Frag__9_3.39_102.23_319_NA",9,"Frag","9_3.39_102.23_319_NA",319,93,1,29,3.20689655172414,NA,NA,NA,NA,NA,NA,0.0153826146693603,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,93,29,1,3.20689655172414,"Frag","9_3.39_102.23_319_NA",NA,2000,200,"Production_forests",319,3.39,102.23,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.39_102.23_319_NA",NA,NA,NA,FALSE,3.20689655172414
"281","Frag__9_3.39_102.24_300_NA",9,"Frag","9_3.39_102.24_300_NA",300,202,1,13,15.5384615384615,NA,NA,NA,NA,NA,NA,1.59260600601927,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,202,13,1,15.5384615384615,"Frag","9_3.39_102.24_300_NA",NA,2000,200,"Production_forests",300,3.39,102.24,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.39_102.24_300_NA",NA,NA,NA,FALSE,15.5384615384615
"282","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,-2.32114759299869,"Frag_vs_Frag","AB_level",9,"Frag__9_3.41_101.53_1356_NA","9_3.41_101.53_1356_NA",1356,32.2,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"283","Frag__9_3.41_102.05_35_NA",9,"Frag","9_3.41_102.05_35_NA",35,122,1,8,15.25,NA,NA,NA,NA,NA,NA,1.57387106307058,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,122,8,1,15.25,"Frag","9_3.41_102.05_35_NA",NA,2000,200,"Production_forests",35,3.41,102.05,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.05_35_NA",NA,NA,NA,FALSE,15.25
"284","Frag__9_3.41_102.19_31_NA",9,"Frag","9_3.41_102.19_31_NA",31,43,1,15,2.86666666666667,NA,NA,NA,NA,NA,NA,-0.0966528513368659,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,43,15,1,2.86666666666667,"Frag","9_3.41_102.19_31_NA",NA,2000,200,"Agriculture",31,3.41,102.19,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.41_102.19_31_NA",NA,NA,NA,FALSE,2.86666666666667
"285","Frag__9_3.42_102.08_100_NA",9,"Frag","9_3.42_102.08_100_NA",100,90,1,27,3.33333333333333,NA,NA,NA,NA,NA,NA,0.0540139504083716,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,90,27,1,3.33333333333333,"Frag","9_3.42_102.08_100_NA",NA,2000,200,"Production_forests",100,3.42,102.08,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.42_102.08_100_NA",NA,NA,NA,FALSE,3.33333333333333
"286","Frag__9_3.42_102.27_353_NA",9,"Frag","9_3.42_102.27_353_NA",353,44,1,16,2.75,NA,NA,NA,NA,NA,NA,-0.138154559668675,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,44,16,1,2.75,"Frag","9_3.42_102.27_353_NA",NA,2000,200,"Agriculture",353,3.42,102.27,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.42_102.27_353_NA",NA,NA,NA,FALSE,2.75
"287","Frag__9_3.43_101.56_160_NA",9,"Frag","9_3.43_101.56_160_NA",160,219,1,14,15.6428571428571,NA,NA,NA,NA,NA,NA,1.59930069243442,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,219,14,1,15.6428571428571,"Frag","9_3.43_101.56_160_NA",NA,2000,200,"Production_forests",160,3.43,101.56,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.43_101.56_160_NA",NA,NA,NA,FALSE,15.6428571428571
"288","Frag__9_3.47_102.15_443_NA",9,"Frag","9_3.47_102.15_443_NA",443,120,1,38,3.1578947368421,NA,NA,NA,NA,NA,NA,-0.431525771361587,"Frag_vs_Frag","AB_level",9,"Frag__9_3.44_102.26_5225_NA","9_3.44_102.26_5225_NA",5225,4.86363636363636,1,120,38,1,3.1578947368421,"Frag","9_3.47_102.15_443_NA",NA,2000,200,"Production_forests",443,3.47,102.15,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.15_443_NA",NA,NA,NA,FALSE,3.1578947368421
"289","Frag__9_3.45_102.1_32_NA",9,"Frag","9_3.45_102.1_32_NA",32,20,1,16,1.25,NA,NA,NA,NA,NA,NA,-0.925218409890838,"Frag_vs_Frag","AB_level",9,"Frag__9_3.47_102.15_443_NA","9_3.47_102.15_443_NA",443,3.1578947368421,1,20,16,1,1.25,"Frag","9_3.45_102.1_32_NA",NA,2000,200,"Production_forests",32,3.45,102.1,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.45_102.1_32_NA",NA,NA,NA,FALSE,1.25
"290","Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,0.4,NA,NA,NA,NA,NA,NA,-1.16212380171283,"Frag_vs_Frag","AB_level",9,"Frag__9_3.22_102.19_551_NA","9_3.22_102.19_551_NA",551,1.28571428571429,1,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,2000,200,"Production_forests",3,3.47,102.35,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,0.4
"291","Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,0.4,NA,NA,NA,NA,NA,NA,-2.49675413341315,"Frag_vs_Frag","AB_level",9,"Frag__9_3.23_102.1_2883_NA","9_3.23_102.1_2883_NA",2883,4.89285714285714,1,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,2000,200,"Production_forests",3,3.47,102.35,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,0.4
"292","Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,0.4,NA,NA,NA,NA,NA,NA,-2.61365367157851,"Frag_vs_Frag","AB_level",9,"Frag__9_3.26_102.11_11339_NA","9_3.26_102.11_11339_NA",11339,5.5,1,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,2000,200,"Production_forests",3,3.47,102.35,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,0.4
"293","Frag__9_3.47_102.35_3_NA",9,"Frag","9_3.47_102.35_3_NA",3,2,1,5,0.4,NA,NA,NA,NA,NA,NA,-1.11160900858271,"Frag_vs_Frag","AB_level",9,"Frag__9_3.33_102.23_44_NA","9_3.33_102.23_44_NA",44,1.22222222222222,1,2,5,1,0.4,"Frag","9_3.47_102.35_3_NA",NA,2000,200,"Production_forests",3,3.47,102.35,"Tropical_Lowland","Dipterocarp","Malaysia",2008,"Frag__9_3.47_102.35_3_NA",NA,NA,NA,FALSE,0.4
